imageName,groundTruth,amazonLabels,amazonScores,azureLabels,azureScores,clarifaiLabels,clarifaiScores,googleLabels,googleScores,watsonLabels,watsonScores,category,indoor
sun_adswiveesclbirth,arrival_gate,"['Aircraft', 'Airplane', 'Vehicle', 'Transportation', 'Airliner']","[97.86760711669922, 97.86760711669922, 97.86760711669922, 97.86760711669922, 93.7430648803711]","['plane', 'outdoor', 'sky', 'road', 'ground']","[0.9987781047821045, 0.9965815544128418, 0.994194746017456, 0.9845466613769531, 0.970181941986084]","['airplane', 'airport', 'aircraft', 'jet', 'transportation system']","[0.9996263980865479, 0.9990177154541016, 0.9977917671203613, 0.9883204102516174, 0.9850547909736633]","['Airline', 'Air travel', 'Airplane', 'Airliner', 'Aircraft']","[0.99409807, 0.98962504, 0.98928386, 0.9749272, 0.96954733]","['airport', 'narrowbody aircraft', 'airplane', 'aircraft', 'craft']","[0.699, 0.627, 0.691, 0.748, 0.749]",arrival_gate,False
sun_aihuzcywodscnadc,arrival_gate,"['Airport', 'Airfield', 'Vehicle', 'Transportation', 'Car']","[99.93096160888672, 98.78089141845703, 94.96227264404297, 94.96227264404297, 94.96227264404297]","['outdoor', 'aircraft', 'sky', 'vehicle', 'plane']","[0.9955704212188721, 0.994969367980957, 0.9943875670433044, 0.9727954864501953, 0.9530659914016724]","['airport', 'airplane', 'aircraft', 'vehicle', 'transportation system']","[0.9994350671768188, 0.9990160465240479, 0.9964941740036011, 0.9921519756317139, 0.9904217720031738]","['Air travel', 'Airport', 'Airplane', 'Airline', 'Airport apron']","[0.97543585, 0.9674601, 0.9648999, 0.943512, 0.9274122]","['airport', 'control tower', 'tower', 'watercraft', 'gray color']","[0.972, 0.5, 0.5, 0.787, 0.995]",arrival_gate,False
sun_ajdtijzqkgzdkncp,arrival_gate,"['Airport', 'Aircraft', 'Transportation', 'Vehicle', 'Airplane']","[99.73477172851562, 97.4848403930664, 97.4848403930664, 97.4848403930664, 97.4848403930664]","['sky', 'outdoor', 'plane', 'vehicle', 'airport']","[0.9994890093803406, 0.998206377029419, 0.9850844144821167, 0.9499807357788086, 0.9297396540641785]","['airport', 'airplane', 'travel', 'transportation system', 'aircraft']","[0.997072696685791, 0.9965728521347046, 0.9934312701225281, 0.990310549736023, 0.9885057210922241]","['Air travel', 'Airplane', 'Airline', 'Airport', 'Airport apron']","[0.9846441, 0.98072803, 0.9696438, 0.96224093, 0.94819295]","['airport', 'road', 'aircraft', 'vehicle', 'gray color']","[0.959, 0.76, 0.791, 0.764, 1]",arrival_gate,False
sun_avldqvnexrsrxbhj,bar,"['Pub', 'Bar Counter', 'Bottle', 'Alcohol', 'Drink']","[99.0228271484375, 98.56392669677734, 93.17394256591797, 91.87376403808594, 91.87376403808594]","['bottle', 'restaurant', 'drink', 'bar', 'food']","[0.9872297048568726, 0.881556510925293, 0.8313924074172974, 0.6984074711799622, 0.6867266297340393]","['bar', 'restaurant', 'pub', 'light', 'city']","[0.9956953525543213, 0.993004322052002, 0.9813228249549866, 0.979302167892456, 0.9692535400390625]","['Bar', 'Pub', 'Drinking establishment', 'Tavern', 'Barware']","[0.9633018, 0.94188243, 0.933765, 0.9115923, 0.80641633]","['bar', 'table', 'furniture', 'cocktail lounge', 'indoors']","[0.861, 0.861, 0.861, 0.5, 0.5]",bar,False
sun_aporimjjefbgfewf,bar,"['Restaurant', 'Cafe', 'Furniture', 'Pub', 'Interior Design']","[99.622314453125, 98.73519897460938, 94.86842346191406, 94.37373352050781, 87.50440216064453]","['indoor', 'wall', 'ceiling', 'restaurant', 'bottle']","[0.9929944276809692, 0.959792971611023, 0.9517555832862854, 0.8675881624221802, 0.8663604259490967]","['counter', 'table', 'furniture', 'room', 'indoors']","[0.9951019287109375, 0.9921319484710693, 0.9920116066932678, 0.9907091856002808, 0.9878281354904175]","['Room', 'Property', 'Building', 'Ceiling', 'Interior design']","[0.9386014, 0.9312747, 0.8754284, 0.85948205, 0.83820546]","['restaurant', 'building', 'brasserie', 'bar', 'estaminet (cafe)']","[0.931, 0.931, 0.628, 0.588, 0.527]",bar,False
sun_ahessxsmswoedpfe,bar,"['Pub', 'Bar Counter', 'Lighting', 'Building', 'Church']","[98.24581909179688, 97.1011734008789, 91.7184829711914, 76.0240707397461, 76.0240707397461]","['bottle', 'text', 'indoor', 'bar', 'building']","[0.930707573890686, 0.902601957321167, 0.8647084832191467, 0.863873302936554, 0.5764514207839966]","['bar', 'market', 'stock', 'restaurant', 'commerce']","[0.9980717301368713, 0.9954705238342285, 0.9930164813995361, 0.9907329678535461, 0.986861526966095]","['Bar', 'Pub', 'Tavern', 'Building', 'Drinking establishment']","[0.96228236, 0.93429965, 0.91354007, 0.8171036, 0.781573]","['bar', 'cocktail lounge', 'indoors', 'estaminet (cafe)', 'restaurant']","[0.812, 0.694, 0.694, 0.5, 0.554]",bar,False
sun_agaycsbwygxtldcc,bar,"['Restaurant', 'Chair', 'Furniture', 'Cafeteria', 'Dining Table']","[98.19389343261719, 95.89765167236328, 95.89765167236328, 95.30470275878906, 83.0408706665039]","['floor', 'chair', 'indoor', 'kitchen & dining room table', 'coffee table']","[0.9958502054214478, 0.9905943870544434, 0.9163431525230408, 0.911092221736908, 0.8987307548522949]","['chair', 'table', 'indoors', 'absence', 'furniture']","[0.9987750053405762, 0.9984563589096069, 0.9927431344985962, 0.9905973672866821, 0.9823018312454224]","['Property', 'Interior design', 'Room', 'Furniture', 'Floor']","[0.9437495, 0.94123685, 0.9386014, 0.91108114, 0.9052953]","['restaurant', 'building', 'cafe', 'cafeteria', 'indoors']","[0.925, 0.925, 0.734, 0.5, 0.799]",bar,False
sun_axfppianeqjdrwtz,bar,"['Pub', 'Bar Counter', 'Furniture', 'Indoors', 'Kitchen Island']","[99.72502899169922, 99.26931762695312, 99.09840393066406, 92.60506439208984, 92.60506439208984]","['furniture', 'chair', 'text', 'bar', 'kitchen & dining room table']","[0.9832078814506531, 0.8839547634124756, 0.8199231028556824, 0.8192815184593201, 0.8151510953903198]","['indoors', 'furniture', 'table', 'inside', 'seat']","[0.9901183843612671, 0.983677864074707, 0.9822150468826294, 0.9803102016448975, 0.9769843816757202]","['Furniture', 'Table', 'Room', 'Countertop', 'Dining room']","[0.9506173, 0.9180782, 0.89815885, 0.88124967, 0.7719186]","['bar', 'table', 'furniture', 'sushi bar', 'cocktail lounge']","[0.884, 0.884, 0.884, 0.501, 0.5]",bar,False
sun_aacxnjdggodnbtyn,locker_room,"['Locker', 'Person', 'Human', 'Corridor', 'School']","[99.94290924072266, 99.58052062988281, 99.58052062988281, 76.83325958251953, 65.35979461669922]","['floor', 'footwear', 'indoor', 'person', 'clothing']","[0.9806784987449646, 0.9716053009033203, 0.928815484046936, 0.9276360273361206, 0.8695075511932373]","['indoors', 'cabinet', 'woman', 'people', 'footlocker']","[0.9960955381393433, 0.9815315008163452, 0.9695557355880737, 0.95854252576828, 0.9568364024162292]","['Yellow', 'Floor', 'Room', 'Wall', 'Flooring']","[0.8820182, 0.85658145, 0.8310517, 0.82302785, 0.7839199]","['locker room', 'indoors', 'sage green color', 'reddish orange color']","[0.995, 0.995, 0.79, 0.671]",locker_room,False
sun_atpjqjfhfjbsnbvf,locker_room,"['Furniture', 'Clinic', 'Table', 'Lighting', 'Hospital']","[96.6019515991211, 95.16275024414062, 81.09484100341797, 80.47268676757812, 68.3046875]","['indoor', 'floor', 'ceiling', 'text', 'furniture']","[0.9939776659011841, 0.9843289256095886, 0.9343963861465454, 0.9093917608261108, 0.8210554122924805]","['indoors', 'room', 'furniture', 'trading floor', 'exhibition']","[0.9974140524864197, 0.9884824752807617, 0.9752646088600159, 0.9674537777900696, 0.967237114906311]","['Room', 'Building', 'Interior design', 'Leisure centre', 'Ceiling']","[0.90213037, 0.8716711, 0.6697244, 0.6138367, 0.57469225]","['locker room', 'indoors', 'reddish orange color']","[1, 1, 0.972]",locker_room,False
sun_auaczsjpyhhcljqk,locker_room,"['Locker', 'Staircase', 'Lighting', 'Furniture', 'Corridor']","[98.26658630371094, 97.97538757324219, 90.5062026977539, 68.6805648803711, 59.99538803100586]","['indoor', 'wall', 'floor', 'furniture', 'ceiling']","[0.9972072839736938, 0.9916549921035767, 0.991502583026886, 0.7980723977088928, 0.7732337713241577]","['indoors', 'room', 'trading floor', 'inside', 'furniture']","[0.9995265007019043, 0.9965088963508606, 0.9931877255439758, 0.9879202246665955, 0.9872961044311523]","['Room', 'Building', 'Wall', 'Locker', 'Interior design']","[0.89744776, 0.84791577, 0.8320071, 0.80257326, 0.74759173]","['locker room', 'indoors', 'reddish orange color', 'sage green color']","[0.995, 0.995, 0.687, 0.659]",locker_room,False
sun_bfvdmtrlwilbhnjk,locker_room,"['Furniture', 'Room', 'Indoors', 'Dressing Room', 'Bar Stool']","[99.98247528076172, 99.70238494873047, 99.70238494873047, 96.99698638916016, 77.76737213134766]","['sports uniform', 'indoor', 'sports jersey', 'sportswear', 'basketball']","[0.9813109636306763, 0.970450758934021, 0.8017897605895996, 0.6971428394317627, 0.6926769614219666]","['indoors', 'no person', 'wardrobe', 'fashion', 'wood']","[0.9675081372261047, 0.9656002521514893, 0.9587353467941284, 0.9568880796432495, 0.9553232789039612]","['Sportswear', 'Clothing', 'Sports uniform', 'Jersey', 'T-shirt']","[0.98515195, 0.9843479, 0.9672035, 0.9542985, 0.88981587]","['locker room', 'indoors', 'alizarine red color']","[0.986, 0.986, 0.992]",locker_room,False
sun_bmiueklsmlrmrsow,locker_room,"['Corridor', 'Locker', 'Indoors', 'Lighting']","[98.7192611694336, 82.72769165039062, 62.70458984375, 58.184722900390625]","['indoor', 'floor', 'ceiling', 'yellow', 'door']","[0.995810866355896, 0.9957410097122192, 0.9904665946960449, 0.9034572839736938, 0.6428102254867554]","['indoors', 'cabinet', 'door', 'room', 'no person']","[0.9978916645050049, 0.9947248697280884, 0.9840904474258423, 0.9699452519416809, 0.9676331281661987]","['Yellow', 'Locker', 'Ceiling', 'Building', 'Room']","[0.8820182, 0.86242384, 0.78539526, 0.78457636, 0.76465386]","['locker room', 'indoors', 'locker', 'fastener', 'restraint (chains)']","[0.983, 0.983, 0.5, 0.5, 0.5]",locker_room,False
sun_akhodifvemwtckcj,recreation_room,"['Indoors', 'Room', 'Art']","[71.00606536865234, 70.65740203857422, 67.76018524169922]","['furniture', 'text', 'cartoon', 'art', 'table']","[0.9026447534561157, 0.8298110365867615, 0.7698267698287964, 0.7629237771034241, 0.4414525032043457]","['table', 'no person', 'indoors', 'leisure', 'furniture']","[0.9955200552940369, 0.9930766820907593, 0.9887210130691528, 0.9865182638168335, 0.9843246936798096]","['Room', 'Games', 'Table', 'Wall', 'Furniture']","[0.93260777, 0.9265536, 0.8690787, 0.86293215, 0.81357896]","['poolroom', 'indoors', 'playroom', 'stretcher', 'pool table']","[0.626, 0.783, 0.603, 0.592, 0.5]",recreation_room,False
sun_atvmzgefhybitoef,recreation_room,"['Indoors', 'Furniture', 'Room', 'Table', 'Lamp']","[99.84105682373047, 99.6293716430664, 99.57294464111328, 98.9539794921875, 91.97515869140625]","['floor', 'indoor', 'design', 'fireplace', 'home']","[0.9973641633987427, 0.9973235130310059, 0.9215124845504761, 0.9022752046585083, 0.8961805105209351]","['furniture', 'room', 'fireplace', 'indoors', 'seat']","[0.9977754950523376, 0.9966123104095459, 0.9953085780143738, 0.9943192005157471, 0.9932928085327148]","['Room', 'Property', 'Building', 'Living room', 'Interior design']","[0.96230394, 0.96175414, 0.9395731, 0.9103055, 0.89737856]","['living room', 'indoors', 'timber', 'support', 'log cabin']","[0.738, 0.742, 0.614, 0.614, 0.568]",recreation_room,False
sun_afzjujdtqyboyyxu,recreation_room,"['Indoors', 'Room', 'Corner', 'Housing', 'Building']","[98.47230529785156, 96.95011138916016, 95.90512084960938, 89.76828002929688, 89.76828002929688]","['indoor', 'furniture', 'wall', 'table', 'cabinetry']","[0.9967259168624878, 0.988226592540741, 0.9626723527908325, 0.9493142366409302, 0.9227056503295898]","['furniture', 'indoors', 'room', 'seat', 'table']","[0.9988560676574707, 0.9987325668334961, 0.9980085492134094, 0.9904336333274841, 0.9899915456771851]","['Room', 'Property', 'Furniture', 'Building', 'Ceiling']","[0.96375877, 0.9399614, 0.88520867, 0.81872547, 0.8027864]","['poolroom', 'indoors', 'scullery (of kitchen)', 'kitchen', 'classroom']","[0.567, 0.787, 0.55, 0.55, 0.524]",recreation_room,False
sun_adxnbnaoilwkspdo,recreation_room,"['Indoors', 'Room', 'Furniture', 'Table', 'Billiard Room']","[99.75334930419922, 99.7096939086914, 99.09783935546875, 98.23345947265625, 91.11107635498047]","['ceiling', 'indoor', 'floor', 'coffee table', 'chair']","[0.993613600730896, 0.9768363237380981, 0.9729652404785156, 0.912280797958374, 0.9102716445922852]","['table', 'indoors', 'wood', 'furniture', 'inside']","[0.9973025321960449, 0.996843695640564, 0.9935309886932373, 0.9934865832328796, 0.9861456155776978]","['Billiard room', 'Billiard table', 'Recreation room', 'Room', 'Table']","[0.9784589, 0.9715456, 0.967849, 0.944341, 0.9221475]","['poolroom', 'indoors', 'Billiard Room', 'recreation room', 'reddish brown color']","[0.867, 0.927, 0.646, 0.5, 0.89]",recreation_room,False
sun_acgywmgjsbhizjai,recreation_room,"['Furniture', 'Indoors', 'Room', 'Table', 'Chair']","[99.93955993652344, 99.92111206054688, 99.92111206054688, 99.67050170898438, 97.02579498291016]","['indoor', 'ceiling', 'floor', 'billiard table', 'indoor games and sports']","[0.998777449131012, 0.998626708984375, 0.9985921382904053, 0.9937688112258911, 0.9937435388565063]","['table', 'furniture', 'indoors', 'room', 'seat']","[0.9990056753158569, 0.9985531568527222, 0.9961587190628052, 0.9959182739257812, 0.9926989078521729]","['Billiard room', 'Pool', 'Billiard table', 'Billiards', 'Recreation room']","[0.9948637, 0.99330574, 0.9924558, 0.99221724, 0.9902724]","['recreation room', 'indoors', 'poolroom', 'playroom', 'reddish orange color']","[0.769, 0.975, 0.719, 0.548, 0.663]",recreation_room,False
sun_atxsegxftlkyzdic,mosque,"['Flooring', 'Floor', 'Architecture', 'Building', 'Housing']","[99.9999771118164, 99.99967193603516, 93.26087188720703, 93.26087188720703, 67.03764343261719]","['floor', 'indoor', 'living', 'room', 'building']","[0.9770366549491882, 0.9726107120513916, 0.9007154107093811, 0.8741503953933716, 0.8569558262825012]","['architecture', 'indoors', 'interior design', 'no person', 'travel']","[0.9950265884399414, 0.9941022396087646, 0.9919657707214355, 0.9902061820030212, 0.9767118692398071]","['Building', 'Holy places', 'Lobby', 'Column', 'Room']","[0.91291106, 0.9002917, 0.75099355, 0.73880315, 0.71392286]","['anteroom', 'indoors', 'hall', 'building', 'great hall']","[0.894, 0.923, 0.669, 0.516, 0.5]",mosque,False
sun_adjkkabzziwgxvbb,mosque,"['Flooring', 'Human', 'Person', 'Corridor', 'Floor']","[99.95962524414062, 99.95962524414062, 99.95962524414062, 99.84840393066406, 99.65495300292969]","['arch', 'building', 'church', 'stone']","[0.8595340847969055, 0.84583580493927, 0.68902587890625, 0.2213437557220459]","['architecture', 'no person', 'travel', 'arch', 'church']","[0.9956667423248291, 0.992432177066803, 0.971947431564331, 0.9706284999847412, 0.9614756107330322]","['Holy places', 'Building', 'Arch', 'Architecture', 'Vault']","[0.9155125, 0.90088624, 0.8830248, 0.87557256, 0.84781724]","['aisle', 'caravan inn', 'hostel', 'hotel', 'building']","[0.712, 0.554, 0.554, 0.554, 0.555]",mosque,False
sun_bixpmamlokyvzyzb,mosque,"['Person', 'Human', 'Worship', 'Building', 'Architecture']","[99.35162353515625, 99.35162353515625, 87.86144256591797, 85.76056671142578, 85.76056671142578]","['person', 'man', 'clothing', 'indoor', 'furniture']","[0.9838635325431824, 0.9613964557647705, 0.9606529474258423, 0.9474157094955444, 0.8361046314239502]","['people', 'religion', 'man', 'adult', 'furniture']","[0.9966891407966614, 0.9853017330169678, 0.980626106262207, 0.9752153158187866, 0.9657986164093018]","['Holy places', 'Religious institute', 'Sitting', 'Temple', 'Pray']","[0.9002917, 0.8080859, 0.72036517, 0.66227245, 0.62865424]","['west/south asian', 'religion related', 'person', 'people', 'indoors']","[0.529, 0.5, 0.58, 0.501, 0.599]",mosque,False
sun_abhoiywdgbwatzul,mosque,"['Person', 'Human', 'Architecture', 'Building', 'Dome']","[99.6989974975586, 99.6989974975586, 97.61495971679688, 97.61495971679688, 96.082275390625]","['ground', 'street', 'clothing', 'building', 'man']","[0.950837254524231, 0.9501779079437256, 0.9438251256942749, 0.9281158447265625, 0.919225811958313]","['people', 'religion', 'travel', 'wedding', 'woman']","[0.9955978393554688, 0.9880708456039429, 0.969589114189148, 0.9645090103149414, 0.9620630741119385]","['Arch', 'Architecture', 'Arcade', 'Building', 'Flooring']","[0.91617876, 0.81737936, 0.7476094, 0.7349421, 0.60040957]","['Middle-Eastern City', 'aisle', 'portcullis (gate of castle)', 'gate', 'barrier']","[0.736, 0.606, 0.534, 0.535, 0.535]",mosque,False
sun_ayjqvhmxecnnrdgb,mosque,"['Flooring', 'Floor', 'Architecture', 'Building', 'Porch']","[99.98490142822266, 99.94424438476562, 97.14799499511719, 97.14799499511719, 95.4361343383789]","['outdoor', 'pier', 'scene', 'building']","[0.9269504547119141, 0.871605634689331, 0.8174055218696594, 0.7433831691741943]","['no person', 'architecture', 'home', 'travel', 'people']","[0.991982102394104, 0.9874911308288574, 0.9815030097961426, 0.9805262088775635, 0.974807620048523]","['Column', 'Building', 'Architecture', 'Tree', 'Hacienda']","[0.9456969, 0.8443355, 0.81737936, 0.7989127, 0.6203572]","['peristyle (of  building)', 'arcade', 'support column', 'support', 'indoors']","[0.875, 0.6, 0.5, 0.501, 0.796]",mosque,False
sun_bzfhnjghengrakqj,thriftshop,"['Shop', 'Indoors', 'Market', 'Bazaar', 'Restaurant']","[95.5613784790039, 83.18628692626953, 63.89414596557617, 63.89414596557617, 59.14492416381836]","['indoor', 'text', 'floor', 'shelf', 'shop']","[0.9912433624267578, 0.9715466499328613, 0.9114469289779663, 0.8627066612243652, 0.8535125255584717]","['stock', 'shop', 'shelf', 'shopping', 'commerce']","[0.997759222984314, 0.9976195096969604, 0.9955347776412964, 0.9868007898330688, 0.9828008413314819]","['Product', 'Shelf', 'Building', 'Retail', 'Shelving']","[0.9462588, 0.88995236, 0.8069474, 0.78640854, 0.669034]","['thriftshop', 'shop', 'retail store', 'building', 'general store']","[0.641, 0.779, 0.92, 0.92, 0.628]",thriftshop,False
sun_dlzejcfyulsqomgq,thriftshop,"['Furniture', 'Clothing', 'Apparel', 'Shop', 'Couch']","[98.6119613647461, 95.54345703125, 95.54345703125, 88.81344604492188, 86.74317169189453]","['indoor', 'clothing', 'cluttered', 'several']","[0.9799222946166992, 0.783047080039978, 0.21643805503845215, 0.14920377731323242]","['stock', 'shopping', 'wear', 'market', 'shop']","[0.9994112253189087, 0.9985779523849487, 0.9925244450569153, 0.9909816980361938, 0.9885204434394836]","['Boutique', 'Bazaar', 'Room', 'Fashion', 'Retail']","[0.93774086, 0.801147, 0.79112947, 0.77710795, 0.7243734]","['thriftshop', 'shop', 'retail store', 'building', 'clothing store']","[0.98, 0.993, 0.994, 0.994, 0.5]",thriftshop,False
sun_dfclgnlecfnrnsgx,thriftshop,"['Furniture', 'Indoors', 'Room', 'Dressing Room', 'Closet']","[99.97198486328125, 99.52198791503906, 99.3573989868164, 98.00459289550781, 93.53641510009766]","['indoor', 'wall', 'ceiling', 'clothes hanger', 'boutique']","[0.9867303967475891, 0.962630033493042, 0.8357922434806824, 0.8156368732452393, 0.7917081117630005]","['stock', 'shop', 'shopping', 'sale', 'hanging']","[0.9994929432868958, 0.999121904373169, 0.9989975690841675, 0.9958774447441101, 0.995797336101532]","['Room', 'Boutique', 'Outlet store', 'Closet', 'Clothes hanger']","[0.9185949, 0.9023852, 0.8977714, 0.8838272, 0.8023691]","['thriftshop', 'shop', 'retail store', 'building', 'clothing store']","[0.944, 0.976, 0.98, 0.98, 0.569]",thriftshop,False
sun_ajprzosdhcthlizk,thriftshop,"['Person', 'Human', 'Lighting', 'Shop', 'Indoors']","[98.58404541015625, 98.58404541015625, 92.59771728515625, 92.32926940917969, 79.3692855834961]","['indoor', 'text', 'clothing', 'person', 'ceiling']","[0.9676092267036438, 0.9459468126296997, 0.9322017431259155, 0.8952865600585938, 0.7822227478027344]","['shopping', 'stock', 'shop', 'people', 'fashion']","[0.9967504143714905, 0.9958153963088989, 0.9938167929649353, 0.9642269611358643, 0.9598679542541504]","['Snapshot', 'Footwear', 'Ceiling', 'Dress', 'Building']","[0.8434104, 0.822711, 0.8175081, 0.63002753, 0.62304]","['department store', 'retail store', 'building', 'flea market', 'marketplace']","[0.829, 0.959, 0.959, 0.712, 0.832]",thriftshop,False
sun_avbtvnmrolpryizy,thriftshop,"['Person', 'Human', 'Bag', 'Plastic Bag', 'Plastic']","[99.80547332763672, 99.80547332763672, 81.3544921875, 75.4777603149414, 75.4777603149414]","['person', 'indoor', 'wall', 'clothing', 'text']","[0.9991726875305176, 0.9888412952423096, 0.9550950527191162, 0.8723855018615723, 0.6770339012145996]","['woman', 'people', 'adult', 'indoors', 'two']","[0.9828935265541077, 0.9816920757293701, 0.9570448994636536, 0.9507297277450562, 0.9506937861442566]","['Textile', 'Hand', 'Room', 'Sculptor', 'Visual arts']","[0.68449914, 0.66002935, 0.6566393, 0.62092716, 0.5502874]","['hairdresser', 'person', 'Art Studio', 'indoors', 'workroom']","[0.804, 0.804, 0.655, 0.72, 0.5]",thriftshop,False
sun_aeacmczntszpelyi,chicken_coop,"['Indoors', 'Interior Design', 'Shelf', 'Wood', 'Building']","[97.26578521728516, 97.26578521728516, 95.2020034790039, 90.13886260986328, 86.41000366210938]","['indoor', 'floor', 'red']","[0.9517828226089478, 0.9453592300415039, 0.9276047945022583]","['indoors', 'window', 'no person', 'house', 'architecture']","[0.9914436340332031, 0.9827115535736084, 0.9776076078414917, 0.9721475839614868, 0.9705615043640137]","['Room', 'Bathroom', 'Toilet', 'Furniture', 'House']","[0.8731352, 0.70826143, 0.6557683, 0.64736944, 0.63131946]","['Sheetrock', 'window sash', 'framework', 'supporting structure', 'window']","[0.562, 0.534, 0.63, 0.631, 0.517]",chicken_coop,False
sun_azlzcivqcbpjsvca,chicken_coop,"['Indoors', 'Room', 'Building', 'Housing', 'Wood']","[99.7151107788086, 99.59733581542969, 93.21574401855469, 93.21574401855469, 81.43195343017578]","['door', 'indoor', 'window', 'dirty']","[0.9400769472122192, 0.897162675857544, 0.687039852142334, 0.5485415458679199]","['house', 'family', 'wood', 'expression', 'building']","[0.9956755638122559, 0.9949018359184265, 0.9929748773574829, 0.9813861846923828, 0.9799988269805908]","['Wall', 'Room', 'Wood', 'House', 'Floor']","[0.85806143, 0.79112947, 0.6534817, 0.59287196, 0.53894067]","['shower stall', 'booth', 'closet', 'indoors', 'shower']","[0.878, 0.878, 0.879, 0.914, 0.516]",chicken_coop,False
sun_atdwuuxhrxmhblol,chicken_coop,"['Wood', 'Person', 'Human', 'Plywood', 'Den']","[99.5859375, 97.88386535644531, 97.88386535644531, 96.29785919189453, 70.23783874511719]","['floor', 'table', 'chair', 'lumber', 'remodel']","[0.9963798522949219, 0.9578853845596313, 0.9098125696182251, 0.717318058013916, 0.7170177698135376]","['wood', 'wooden', 'building', 'house', 'ladder']","[0.9886461496353149, 0.9599264860153198, 0.9478775262832642, 0.9449253082275391, 0.9192598462104797]","['Wood', 'Furniture']","[0.7195797, 0.64736944]","['sawhorse', 'framework', 'supporting structure', 'rabbit hutch', 'enclosure']","[0.71, 0.71, 0.71, 0.69, 0.69]",chicken_coop,False
sun_annbropexeejhfjj,chicken_coop,"['Animal', 'Mammal', 'Sport', 'Team', 'Team Sport']","[84.45320129394531, 76.38961791992188, 71.69620513916016, 71.69620513916016, 71.69620513916016]","['wire fencing', 'mesh', 'net']","[0.663408637046814, 0.6504912972450256, 0.5364974141120911]","['nature', 'no person', 'cage', 'desktop', 'outdoors']","[0.9811918139457703, 0.9615837335586548, 0.9453327655792236, 0.9388362169265747, 0.9380582571029663]","['Wire fencing', 'Chain-link fencing', 'Net', 'Mesh', 'Fence']","[0.97465533, 0.9666628, 0.95132923, 0.7006104, 0.66753656]","['reddish brown Bornean dweller', 'land dweller', 'south eastern Asia dweller', 'chicken wire', 'net']","[0.622, 0.833, 0.572, 0.528, 0.532]",chicken_coop,False
sun_awzjevxletjypqwa,chicken_coop,"['Wood', 'Outdoors', 'Nature', 'Countryside', 'Rural']","[98.30050659179688, 97.40780639648438, 94.64017486572266, 88.8801498413086, 87.79937744140625]","['remodel', 'wooden', 'composite material', 'lumber', 'abandoned']","[0.8005179762840271, 0.621092677116394, 0.6035884022712708, 0.5910207629203796, 0.5210314989089966]","['wood', 'house', 'abandoned', 'family', 'wooden']","[0.991436243057251, 0.9842792749404907, 0.9744965434074402, 0.9689373970031738, 0.9662785530090332]","['Shed', 'Roof']","[0.6601104, 0.54362583]","['chicken coop', 'farm building', 'building', 'lean-to (rough shelter)', 'shelter']","[0.778, 0.779, 0.779, 0.601, 0.613]",chicken_coop,False
sun_bnhdpkvyqydnuzlp,fire_station,"['Vehicle', 'Transportation', 'Asphalt', 'Tarmac', 'Car']","[93.24966430664062, 93.24966430664062, 87.32715606689453, 87.32715606689453, 83.39867401123047]","['sky', 'outdoor', 'house', 'cloud', 'building']","[0.9931923151016235, 0.9842473268508911, 0.8737807273864746, 0.8721639513969421, 0.8416649699211121]","['house', 'barn', 'building', 'no person', 'architecture']","[0.9881592392921448, 0.9881441593170166, 0.9843976497650146, 0.9773902893066406, 0.9769289493560791]","['Property', 'House', 'Building', 'Home', 'Roof']","[0.9519631, 0.8624536, 0.86218494, 0.8509197, 0.8014261]","['barn', 'farm building', 'building', 'coach house', 'garage']","[0.787, 0.788, 0.881, 0.545, 0.515]",fire_station,False
sun_bpskhambqoubfohn,fire_station,"['Building', 'Architecture', 'Housing', 'Urban', 'Road']","[99.36985778808594, 97.93343353271484, 88.54683685302734, 86.40369415283203, 85.17160034179688]","['sky', 'building', 'outdoor', 'road', 'house']","[0.9996147155761719, 0.9963659048080444, 0.9943395256996155, 0.9853513240814209, 0.8839313983917236]","['architecture', 'house', 'building', 'horizontal plane', 'no person']","[0.9965128898620605, 0.9807614088058472, 0.9785250425338745, 0.974725604057312, 0.9734712839126587]","['Building', 'Property', 'Town', 'Architecture', 'Mixed-use']","[0.9525967, 0.9128517, 0.886464, 0.8605384, 0.7206452]","['customhouse', 'government building', 'building', 'school', 'fire engine']","[0.574, 0.664, 0.804, 0.552, 0.515]",fire_station,False
sun_atowhubizxgateti,fire_station,"['Person', 'Human', 'Vehicle', 'Truck', 'Transportation']","[99.2876205444336, 99.2876205444336, 98.03960418701172, 98.03960418701172, 98.03960418701172]","['outdoor', 'land vehicle', 'vehicle', 'firefighter', 'truck']","[0.9647713899612427, 0.942275881767273, 0.9311795234680176, 0.8841335773468018, 0.7594137191772461]","['vehicle', 'transportation system', 'truck', 'industry', 'people']","[0.978908896446228, 0.9418238401412964, 0.9273896217346191, 0.9151973724365234, 0.9125999808311462]","['Motor vehicle', 'Mode of transport', 'Transport', 'Vehicle', 'Crane']","[0.96272266, 0.95282465, 0.948022, 0.93541586, 0.9117138]","['ladder truck', 'truck', 'wheeled vehicle', 'vehicle', 'Indian red color']","[0.984, 0.984, 0.984, 0.985, 0.786]",fire_station,False
