imageName,groundTruth,amazonLabels,amazonScores,azureLabels,azureScores,clarifaiLabels,clarifaiScores,googleLabels,googleScores,watsonLabels,watsonScores,category
Fairmont_Lobby,lobby,"['Room', 'Lobby', 'Indoors', 'Furniture', 'House']","[99.58916473388672, 99.58916473388672, 99.58916473388672, 96.64106750488281, 96.00635528564453]","['indoor', 'table', 'room', 'vase', 'floor']","[0.9834460616111755, 0.9587634801864624, 0.9364615678787231, 0.933469295501709, 0.9205377697944641]","['luxury', 'furniture', 'room', 'sofa', 'indoors']","[0.9973241686820984, 0.9972889423370361, 0.9940464496612549, 0.9925801753997803, 0.992127537727356]","['Lobby', 'Building', 'Property', 'Room', 'Interior design']","[0.95350033, 0.9239312, 0.9195657, 0.9153617, 0.88814455]","['anteroom', 'indoors', 'building', 'light brown color', 'beige color']","[0.953, 0.953, 0.798, 0.753, 0.681]",lobby
lobby56,lobby,"['Room', 'Indoors', 'Lobby', 'Hall', 'Staircase']","[99.83716583251953, 99.83716583251953, 99.83716583251953, 73.46440124511719, 72.56634521484375]","['building', 'furniture', 'house', 'ceiling', 'interior']","[0.885179877281189, 0.8374019861221313, 0.789293110370636, 0.7506012320518494, 0.6100407242774963]","['indoors', 'inside', 'room', 'ceiling', 'furniture']","[0.9979742765426636, 0.9924488067626953, 0.9896553754806519, 0.9878454208374023, 0.9830279350280762]","['Ceiling', 'Building', 'Property', 'Interior design', 'Room']","[0.9308884, 0.91807604, 0.91151386, 0.89041, 0.88331336]","['Corridor', 'indoors', 'hall', 'building', 'reception room']","[0.57, 0.775, 0.555, 0.557, 0.554]",lobby
100_1238,kitchen,"['Appliance', 'Microwave', 'Oven', 'Indoors', 'Room']","[98.30609893798828, 98.30609893798828, 98.30609893798828, 81.69376373291016, 78.5217514038086]","['wall', 'indoor', 'sink', 'kitchen', 'home appliance']","[0.996817946434021, 0.9920575618743896, 0.9660804867744446, 0.8911265134811401, 0.8863568305969238]","['family', 'room', 'interior design', 'house', 'indoors']","[0.9929869771003723, 0.9928613901138306, 0.9887192845344543, 0.986336350440979, 0.9833343029022217]","['Room', 'Property', 'Wall', 'House', 'Building']","[0.946966, 0.8968226, 0.83978605, 0.77768487, 0.7074912]","['studio apartment', 'apartment', 'housing', 'flatlet', 'washhouse']","[0.566, 0.668, 0.672, 0.535, 0.517]",kitchen
int618,kitchen,"['Room', 'Indoors', 'Furniture', 'Kitchen', 'Cabinet']","[98.66170501708984, 98.66170501708984, 95.39342498779297, 93.92153930664062, 78.32136535644531]","['indoor', 'wall', 'sink', 'ceiling', 'cabinetry']","[0.9989482164382935, 0.9961159229278564, 0.989726185798645, 0.987501859664917, 0.962181806564331]","['room', 'furniture', 'faucet', 'indoors', 'stainless steel']","[0.9974849224090576, 0.9968879222869873, 0.9954215288162231, 0.9945998191833496, 0.9934454560279846]","['Room', 'Countertop', 'Property', 'Kitchen', 'Cabinetry']","[0.968122, 0.96255606, 0.96032333, 0.9533376, 0.94889337]","['kitchen', 'indoors', 'wet bar', 'bar', 'table']","[0.753, 0.821, 0.611, 0.612, 0.613]",kitchen
rd20cuisine201,kitchen,"['Room', 'Indoors', 'Kitchen', 'Appliance', 'Oven']","[99.00682830810547, 99.00682830810547, 95.46195220947266, 94.46695709228516, 94.46695709228516]","['cabinet', 'indoor', 'wall', 'kitchen', 'sink']","[0.9995869994163513, 0.9988309741020203, 0.9973077774047852, 0.9954972267150879, 0.9892433881759644]","['stove', 'oven', 'refrigerator', 'interior design', 'family']","[0.9979431629180908, 0.9967458844184875, 0.9965109825134277, 0.9955171942710876, 0.9879105687141418]","['Cabinetry', 'Countertop', 'Room', 'Kitchen', 'Furniture']","[0.9783214, 0.9728551, 0.97098, 0.96825576, 0.9611514]","['kitchen appliance', 'appliance', 'kitchen', 'indoors', 'home appliance']","[0.636, 0.895, 0.604, 0.605, 0.55]",kitchen
indoor_0583,kitchen,"['Indoors', 'Room', 'Kitchen', 'Interior Design', 'Building']","[98.9709701538086, 98.9709701538086, 88.51248931884766, 82.10933685302734, 79.37152099609375]","['indoor', 'wall', 'sink', 'kitchen', 'floor']","[0.9978559017181396, 0.994179368019104, 0.9721934795379639, 0.9707846641540527, 0.9450129270553589]","['indoors', 'room', 'interior design', 'house', 'home']","[0.990605354309082, 0.9872751235961914, 0.9789995551109314, 0.9785052537918091, 0.974252462387085]","['Property', 'Room', 'Building', 'House', 'Architecture']","[0.9391962, 0.9359298, 0.88404, 0.7908415, 0.65451187]","['kitchen', 'indoors', 'scullery (of kitchen)', 'gray color', 'reddish orange color']","[0.852, 0.958, 0.717, 0.798, 0.769]",kitchen
N364041,kitchen,"['Indoors', 'Interior Design', 'Room', 'Lighting', 'Furniture']","[99.56596374511719, 99.34956359863281, 99.25044250488281, 96.5079574584961, 95.1871566772461]","['kitchen', 'indoor', 'cabinet', 'floor', 'sink']","[0.9990407824516296, 0.9987223148345947, 0.9982729554176331, 0.9973090887069702, 0.9773815274238586]","['furniture', 'room', 'inside', 'luxury', 'indoors']","[0.9981173276901245, 0.9970868825912476, 0.9905688762664795, 0.990037202835083, 0.9890298247337341]","['Countertop', 'Room', 'Furniture', 'Property', 'Cabinetry']","[0.96717316, 0.9513373, 0.9364294, 0.9348988, 0.92129505]","['recreation room', 'indoors', 'playroom', 'poolroom', 'cabinetwork']","[0.65, 0.825, 0.599, 0.529, 0.5]",kitchen
afm_cloister,cloister,"['Corridor', 'Architecture', 'Building', 'Porch', 'Staircase']","[99.74012756347656, 96.117431640625, 96.117431640625, 92.11539459228516, 90.31250762939453]","['building', 'column', 'court', 'walkway', 'tiled']","[0.9558860659599304, 0.520893931388855, 0.3492426872253418, 0.24954083561897278, 0.23031079769134521]","['architecture', 'column', 'hallway', 'no person', 'arcade']","[0.9975037574768066, 0.9953692555427551, 0.9850618839263916, 0.9748430252075195, 0.9736455678939819]","['Column', 'Building', 'Aisle', 'Architecture', 'Arcade']","[0.93629503, 0.8571761, 0.79067564, 0.76329434, 0.6839163]","['arcade', 'portico(front of building)', 'porch', 'sage green color']","[0.937, 0.591, 0.597, 0.603]",cloister
Cloister_Jun04_DC4408sAR,cloister,"['Person', 'Human', 'Corridor', 'Architecture', 'Building']","[99.77971649169922, 99.77971649169922, 99.69562530517578, 98.64666748046875, 98.64666748046875]","['indoor', 'building', 'person', 'church', 'clothing']","[0.953450083732605, 0.9460093379020691, 0.9051610231399536, 0.847362756729126, 0.8467167615890503]","['architecture', 'no person', 'arch', 'indoors', 'monastery']","[0.9938018321990967, 0.9908505082130432, 0.9825694561004639, 0.9777485132217407, 0.9773306846618652]","['Arch', 'Building', 'Arcade', 'Architecture', 'Aisle']","[0.92327327, 0.8999031, 0.89480805, 0.88128835, 0.8228653]","['cloister (courtyard)', 'courtyard', 'arcade', 'religious residence', 'residence']","[0.789, 0.789, 0.58, 0.5, 0.5]",cloister
cloister3,cloister,"['Corridor', 'Flooring', 'Floor', 'Indoors', 'Door']","[99.96173095703125, 99.94062805175781, 99.73490905761719, 97.34686279296875, 96.49323272705078]","['indoor', 'church', 'door', 'building', 'stairs']","[0.9475065469741821, 0.9404727816581726, 0.9380737543106079, 0.9180572032928467, 0.6966704726219177]","['architecture', 'indoors', 'no person', 'arch', 'interior design']","[0.9933755397796631, 0.9933449029922485, 0.9911998510360718, 0.9630405306816101, 0.9520189762115479]","['Arch', 'Building', 'Holy places', 'Architecture', 'Property']","[0.9564163, 0.9348944, 0.9118549, 0.9059368, 0.8751007]","['chapterhouse', 'building', 'barrel vault', 'protective covering', 'aisle']","[0.617, 0.618, 0.614, 0.755, 0.564]",cloister
durham_cathedral_cloister_3_353x470,cloister,"['Corridor', 'Human', 'Person', 'Building', 'Architecture']","[99.98724365234375, 99.75676727294922, 99.75676727294922, 77.45230102539062, 77.3509521484375]","['building', 'person', 'walkway', 'lined', 'colonnade']","[0.8738055229187012, 0.6420204639434814, 0.26671916246414185, 0.22115585207939148, 0.11348468065261841]","['architecture', 'no person', 'arcade', 'building', 'shadow']","[0.9936411380767822, 0.9873871803283691, 0.982776939868927, 0.9720767736434937, 0.9433693885803223]","['Architecture', 'Arch', 'Building', 'Arcade', 'Palace']","[0.8687888, 0.86042535, 0.8400033, 0.70580804, 0.58056766]","['arcade', 'cloister (courtyard)', 'courtyard', 'religious residence', 'residence']","[0.822, 0.773, 0.773, 0.5, 0.5]",cloister
Claustro_de_la_catedral_de_Roda_de_Isabena,cloister,"['Building', 'Architecture', 'Corridor', 'Town', 'City']","[99.18829345703125, 99.18829345703125, 98.199462890625, 90.72046661376953, 90.72046661376953]","['building', 'ground', 'stone', 'brick', 'arch']","[0.9906786680221558, 0.9634811878204346, 0.8227508068084717, 0.691331684589386, 0.646602213382721]","['architecture', 'arch', 'Gothic', 'travel', 'ancient']","[0.9975775480270386, 0.9886580109596252, 0.9832708835601807, 0.9818665385246277, 0.9797350168228149]","['Holy places', 'Arch', 'Building', 'Architecture', 'Historic site']","[0.9155125, 0.84364426, 0.80245954, 0.78712916, 0.7861403]","['cloister (courtyard)', 'courtyard', 'religious residence', 'residence', 'building']","[0.853, 0.853, 0.573, 0.573, 0.757]",cloister
IMG_2439,bathroom,"['Room', 'Indoors', 'Shower Faucet', 'Bathroom', 'Floor']","[97.06953430175781, 97.06953430175781, 93.4134750366211, 91.59272003173828, 85.88487243652344]","['wall', 'bathroom', 'indoor', 'sink', 'shower']","[0.9989748001098633, 0.9964444637298584, 0.9950146675109863, 0.993140459060669, 0.9800035953521729]","['bathroom', 'interior design', 'indoors', 'shower', 'mirror']","[0.9982248544692993, 0.9948068857192993, 0.9908615350723267, 0.9883444905281067, 0.9876906871795654]","['Shower curtain', 'Curtain', 'Shower', 'Room', 'Textile']","[0.97745603, 0.94428575, 0.92393565, 0.91037506, 0.8199889]","['shower', 'shower stall', 'booth', 'closet', 'indoors']","[0.919, 0.513, 0.513, 0.513, 0.514]",bathroom
IMG_1704,bathroom,"['Tub', 'Bathtub', 'Indoors', 'Sink']","[98.36778259277344, 97.76949310302734, 73.30513000488281, 59.3169059753418]","['wall', 'sink', 'indoor', 'plumbing fixture', 'bathroom']","[0.9986158609390259, 0.9935308694839478, 0.991435170173645, 0.98159259557724, 0.961169958114624]","['bathroom', 'washcloset', 'lavatory', 'bathtub', 'bath']","[0.9992294311523438, 0.9917300939559937, 0.9910538792610168, 0.9887882471084595, 0.9882833957672119]","['Bathroom', 'Bathroom sink', 'Tap', 'Plumbing fixture', 'Property']","[0.94223005, 0.92099243, 0.8965877, 0.8951058, 0.89419883]","['cesspool', 'reservoir', 'storage tank', 'washbasin', 'bidet (washing basin)']","[0.651, 0.651, 0.651, 0.617, 0.6]",bathroom
p1010335,bathroom,"['Room', 'Bathroom', 'Indoors', 'Toilet', 'Curtain']","[97.71295928955078, 97.71295928955078, 97.71295928955078, 97.71295928955078, 79.88115692138672]","['indoor', 'sink', 'bathroom', 'wall', 'plumbing fixture']","[0.9924795627593994, 0.9922782182693481, 0.9854196310043335, 0.9819763898849487, 0.9708120822906494]","['family', 'bathroom', 'indoors', 'mirror', 'furniture']","[0.9956617951393127, 0.9951334595680237, 0.9934211373329163, 0.9916509389877319, 0.9859233498573303]","['Shower curtain', 'Bathroom', 'Property', 'Curtain', 'Room']","[0.97890013, 0.95304894, 0.9417643, 0.9197653, 0.9189798]","['shower curtain', 'curtain', 'screen', 'protective covering', 'bathroom']","[0.908, 0.913, 0.913, 0.913, 0.672]",bathroom
indoor_0416,bathroom,"['Indoors', 'Room', 'Bathroom', 'Sink', 'Toilet']","[94.52069854736328, 93.70813751220703, 84.75704193115234, 69.63887023925781, 68.44112396240234]","['indoor', 'wall', 'bathroom', 'floor', 'plumbing fixture']","[0.9998206496238708, 0.9972822070121765, 0.9953824281692505, 0.9912378191947937, 0.9337102174758911]","['bathroom', 'faucet', 'washcloset', 'lavatory', 'bathtub']","[0.9998701810836792, 0.9990520477294922, 0.9988913536071777, 0.9982566833496094, 0.9980786442756653]","['Bathroom', 'Property', 'Room', 'Plumbing fixture', 'Tile']","[0.9809309, 0.9595963, 0.9422608, 0.7759501, 0.75802565]","['bathroom', 'indoors', 'sage green color', 'gray color']","[0.967, 0.967, 0.74, 0.73]",bathroom
14_master_bathroom_jl,bathroom,"['Sink Faucet', 'Indoors', 'Sink', 'Room', 'Mirror']","[70.76648712158203, 65.77676391601562, 63.32508850097656, 60.76419448852539, 56.959983825683594]","['indoor', 'cabinet', 'sink', 'wall', 'bathroom']","[0.9993078112602234, 0.9988629817962646, 0.9920496940612793, 0.9895820021629333, 0.9861210584640503]","['bathroom', 'interior design', 'faucet', 'no person', 'cabinet']","[0.9961313605308533, 0.9920320510864258, 0.9900379776954651, 0.9858151078224182, 0.9851217865943909]","['Room', 'Furniture', 'Property', 'Bathroom', 'Bathroom cabinet']","[0.9618514, 0.9066018, 0.9052493, 0.89678514, 0.8960454]","['wet bar', 'bar', 'table', 'furniture', 'cabinet']","[0.634, 0.634, 0.635, 0.802, 0.585]",bathroom
greenhouse6789,greenhouse,"['Greenhouse', 'Plant', 'Outdoors', 'Garden']","[98.22677612304688, 81.91495513916016, 63.585819244384766, 58.442081451416016]","['flower', 'flowerpot', 'houseplant', 'outdoor', 'grass']","[0.9983994960784912, 0.984915018081665, 0.9847521781921387, 0.9720155000686646, 0.9647790193557739]","['greenhouse', 'conservatory', 'horticulture', 'flower', 'garden']","[0.9998867511749268, 0.9995136260986328, 0.997810423374176, 0.9976081848144531, 0.9968166947364807]","['Greenhouse', 'Flower', 'Garden', 'Plant', 'Botany']","[0.96002007, 0.9447938, 0.93377465, 0.9007546, 0.78692406]","['nursery', 'indoor garden', 'building', 'florist shop', 'shop']","[0.876, 0.673, 0.851, 0.5, 0.5]",greenhouse
greenhouse3,greenhouse,"['Plant', 'Greenhouse', 'Outdoors', 'Petal', 'Blossom']","[97.33479309082031, 96.30387878417969, 93.79356384277344, 88.81413269042969, 88.81413269042969]","['flower', 'outdoor', 'greenhouse', 'plant', 'annual plant']","[0.974166989326477, 0.9638218283653259, 0.956474781036377, 0.8757197856903076, 0.6744623184204102]","['greenhouse', 'conservatory', 'garden', 'flora', 'flower']","[0.9998215436935425, 0.9989438652992249, 0.9970577955245972, 0.9960477352142334, 0.9955037236213684]","['Flower', 'Plant', 'Greenhouse', 'Petunia', 'Purple']","[0.99559903, 0.9635069, 0.96282005, 0.9159148, 0.8702541]","['nursery', 'hybrid petunia', 'flower', 'flowering plant', 'plant']","[0.913, 0.5, 0.553, 0.553, 0.553]",greenhouse
serre_printemps,greenhouse,"['Greenhouse', 'Outdoors', 'Plant', 'Garden']","[99.61122131347656, 83.83203887939453, 79.81088256835938, 57.49018859863281]","['outdoor', 'flower', 'plant', 'greenhouse', 'houseplant']","[0.9839723110198975, 0.938725471496582, 0.9175419807434082, 0.7782751321792603, 0.6193568110466003]","['greenhouse', 'conservatory', 'garden', 'flower', 'horticulture']","[0.9997353553771973, 0.9992139935493469, 0.9984094500541687, 0.9981691837310791, 0.995781660079956]","['Greenhouse', 'Flower', 'Plant', 'Garden', 'Shrub']","[0.9496495, 0.9405071, 0.9027293, 0.8663865, 0.8437065]","['nursery', 'building', 'greenishness color']","[0.988, 0.801, 0.984]",greenhouse
53_3,greenhouse,"['Plant', 'Outdoors', 'Arbour', 'Garden', 'Flower']","[94.58274841308594, 87.9569091796875, 68.0754165649414, 68.0754165649414, 62.01996612548828]","['plant', 'houseplant', 'garden', 'green', 'beverage']","[0.8264198303222656, 0.7715100646018982, 0.7138408422470093, 0.6789840459823608, 0.47372764348983765]","['leaf', 'flora', 'garden', 'nature', 'greenhouse']","[0.9912847280502319, 0.9800073504447937, 0.9782135486602783, 0.9763404726982117, 0.953125]","['Greenhouse', 'Plant', 'Flower', 'Botany', 'Plantation']","[0.9496495, 0.89729995, 0.81967014, 0.8167368, 0.6623699]","['nursery', 'building', 'greenishness color']","[0.995, 0.801, 1]",greenhouse
greenhouse042,greenhouse,"['Greenhouse', 'Outdoors', 'Garden']","[99.30477142333984, 90.91033935546875, 74.06106567382812]","['tree', 'flower', 'greenhouse', 'outdoor', 'plant']","[0.9993234872817993, 0.9987927675247192, 0.9975316524505615, 0.985265851020813, 0.9750785827636719]","['greenhouse', 'conservatory', 'garden', 'flower', 'horticulture']","[0.9995800256729126, 0.9990700483322144, 0.9987503290176392, 0.9978646039962769, 0.9889565110206604]","['Flower', 'Garden', 'Greenhouse', 'Plant', 'Floristry']","[0.95243603, 0.9506917, 0.93781435, 0.88931066, 0.85869324]","['nursery', 'indoor garden', 'building', 'greenishness color']","[0.939, 0.757, 0.757, 0.948]",greenhouse
Boulangerie_2_juin_2004,bakery,"['Bakery', 'Shop', 'Hot Dog', 'Food', 'Bread']","[97.89480590820312, 97.89480590820312, 91.25691223144531, 91.25691223144531, 89.71204376220703]","['fast food', 'food', 'bread', 'indoor', 'snack']","[0.9904011487960815, 0.980027437210083, 0.9436666965484619, 0.9410224556922913, 0.8828962445259094]","['stock', 'food', 'market', 'no person', 'bread']","[0.996897280216217, 0.996150016784668, 0.9941061735153198, 0.9907692074775696, 0.9902170896530151]","['Food', 'Baguette', 'Cuisine', 'Dish', 'Bread']","[0.966861, 0.94865674, 0.8937329, 0.78933, 0.74653745]","['baguet', 'bread', 'food product', 'food', 'French bread']","[0.743, 0.85, 0.851, 0.853, 0.603]",bakery
boulangerie_19_13_yahoo,bakery,"['Bakery', 'Shop', 'Person', 'Human']","[99.99744415283203, 99.99744415283203, 99.66593170166016, 99.66593170166016]","['fast food', 'floor', 'food', 'indoor', 'snack']","[0.9972442388534546, 0.9894741773605347, 0.9858448505401611, 0.9707841277122498, 0.9618420600891113]","['stock', 'commerce', 'market', 'food', 'shopping']","[0.9975097179412842, 0.9961998462677002, 0.9939669370651245, 0.9930590391159058, 0.9913456439971924]","['Bakery', 'Display case', 'Delicatessen', 'Pâtisserie', 'Business']","[0.9784361, 0.94110805, 0.83339196, 0.70330817, 0.66593194]","['Bakery Shop', 'bakery', 'shop', 'retail store', 'building']","[0.974, 0.5, 0.504, 0.506, 0.506]",bakery
boulangerie_11_13_altavista,bakery,"['Human', 'Person', 'Restaurant', 'Shop', 'Text']","[97.59026336669922, 97.59026336669922, 95.62348937988281, 91.0232162475586, 85.68683624267578]","['fast food', 'text', 'indoor', 'menu', 'food']","[0.9965658187866211, 0.9911492466926575, 0.9895874261856079, 0.9874114990234375, 0.9688024520874023]","['restaurant', 'stock', 'shopping', 'indoors', 'bar']","[0.9915276765823364, 0.9855406284332275, 0.9827440977096558, 0.9801491498947144, 0.9656791687011719]","['Food court', 'Fast food restaurant', 'Cafeteria', 'Building', 'Restaurant']","[0.89955324, 0.7532483, 0.742581, 0.722397, 0.7174524]","['deli', 'shop', 'retail store', 'building', 'Bakery Shop']","[0.934, 0.956, 0.956, 0.956, 0.582]",bakery
panaderia_42_16_altavista,bakery,"['Person', 'Human', 'Bakery', 'Shop', 'Building']","[99.87271881103516, 99.87271881103516, 97.76595306396484, 97.76595306396484, 95.2856674194336]","['indoor', 'ceiling', 'furniture', 'food', 'kitchen']","[0.9938050508499146, 0.8846186399459839, 0.7905616760253906, 0.712378978729248, 0.6803608536720276]","['indoors', 'production', 'stock', 'industry', 'grinder']","[0.9976639747619629, 0.9915054440498352, 0.9892703294754028, 0.9821447134017944, 0.9807676076889038]","['Bakery', 'Building', 'Furniture', 'Wood', 'Warehouse']","[0.7489071, 0.69247586, 0.66037035, 0.6534817, 0.6518614]","['stockroom', 'indoors', 'storage warehouse', 'pale yellow color', 'light brown color']","[0.94, 0.94, 0.5, 0.691, 0.544]",bakery
panaderia_36_07_yahoo,bakery,"['Human', 'Person', 'Shelf', 'Shop', 'Food']","[99.90736389160156, 99.90736389160156, 99.26863861083984, 86.21570587158203, 77.28172302246094]","['text', 'person', 'fast food', 'standing', 'menu']","[0.9774091243743896, 0.9120423793792725, 0.8350253105163574, 0.8313456177711487, 0.7505605220794678]","['market', 'stock', 'commerce', 'people', 'city']","[0.9948488473892212, 0.9941815137863159, 0.9891942739486694, 0.984630823135376, 0.9809091091156006]","['Building', 'Display case', 'Bakery']","[0.56988376, 0.56858635, 0.56010485]","['counter', 'table', 'furniture', 'Bakery Shop', 'bakery']","[0.704, 0.704, 0.704, 0.68, 0.596]",bakery
operating_room_11_07_altavista,operating_room,"['Operating Theatre', 'Clinic', 'Hospital', 'Person', 'Human']","[99.6725082397461, 99.6725082397461, 99.6725082397461, 59.71573257446289, 59.71573257446289]","['indoor', 'medical equipment', 'floor', 'hospital room', 'furniture']","[0.9802577495574951, 0.9791895151138306, 0.9672694206237793, 0.8958339691162109, 0.8633404970169067]","['hospital', 'surgery', 'operating room', 'healthcare', 'medicine']","[0.9986112117767334, 0.9979119896888733, 0.9966170787811279, 0.9946271181106567, 0.9946179389953613]","['Operating theater', 'Medical equipment', 'Hospital', 'Room', 'Medical']","[0.98665565, 0.9709692, 0.9507381, 0.94096005, 0.9380254]","['operating room', 'indoors', 'steel blue color']","[0.979, 0.979, 0.952]",operating_room
surgery_room_14_05_altavista,operating_room,"['Clinic', 'Operating Theatre', 'Hospital', 'Chair', 'Furniture']","[99.8050308227539, 99.8050308227539, 99.8050308227539, 85.85845184326172, 85.85845184326172]","['indoor', 'green', 'wall', 'furniture', 'medical equipment']","[0.9839562177658081, 0.9613656401634216, 0.9550442695617676, 0.935286283493042, 0.9267628192901611]","['surgery', 'hospital', 'medicine', 'lamp', 'indoors']","[0.9959241151809692, 0.9928424954414368, 0.9884976148605347, 0.9687246680259705, 0.968451738357544]","['Operating theater', 'Room', 'Hospital', 'Medical', 'Medical equipment']","[0.9731904, 0.87984097, 0.8237599, 0.76651454, 0.74898815]","['operating room', 'indoors', 'equipment', 'sage green color']","[0.971, 0.971, 0.795, 0.961]",operating_room
surgery_room_43_11_altavista,operating_room,"['Operating Theatre', 'Clinic', 'Hospital', 'Room', 'Surgery']","[99.72245025634766, 99.72245025634766, 99.72245025634766, 55.08332824707031, 55.08332824707031]","['indoor', 'medical equipment', 'wall', 'floor', 'hospital']","[0.9975061416625977, 0.9936739206314087, 0.9619165658950806, 0.956325113773346, 0.9278669357299805]","['hospital', 'room', 'indoors', 'operating room', 'surgery']","[0.9966048002243042, 0.9942216873168945, 0.9901713132858276, 0.986289381980896, 0.9845786094665527]","['Hospital', 'Medical equipment', 'Operating theater', 'Medical', 'Room']","[0.97391504, 0.96827674, 0.9331326, 0.9194749, 0.909884]","['operating room', 'indoors', 'surgery', 'operating table', 'table']","[0.966, 0.983, 0.512, 0.5, 0.5]",operating_room
operating_room_34_08_altavista,operating_room,"['Clinic', 'Operating Theatre', 'Hospital', 'Furniture', 'Chair']","[99.70729064941406, 99.298828125, 99.298828125, 92.44145202636719, 92.44145202636719]","['indoor', 'floor', 'wall', 'table', 'office building']","[0.9978632926940918, 0.9886643886566162, 0.9882009029388428, 0.9475935697555542, 0.913806676864624]","['hospital', 'surgery', 'healthcare', 'room', 'operating room']","[0.9983363151550293, 0.9978525042533875, 0.9976520538330078, 0.9932410717010498, 0.9906178712844849]","['Room', 'Interior design', 'Building', 'Ceiling', 'Furniture']","[0.9627714, 0.9279509, 0.9071287, 0.9022256, 0.8989547]","['operating room', 'indoors', 'steel blue color', 'ultramarine color']","[0.993, 0.993, 0.81, 0.691]",operating_room
surgery_room_09_12_altavista,operating_room,"['Clinic', 'Shop', 'Shelf', 'Lab', 'Indoors']","[81.5634536743164, 76.103515625, 57.61198425292969, 56.31968688964844, 55.50212478637695]","['indoor', 'floor', 'kitchen', 'home appliance', 'kitchen appliance']","[0.9929645657539368, 0.9609848856925964, 0.9466711282730103, 0.9246155023574829, 0.8920878171920776]","['room', 'stove', 'shelf', 'furniture', 'indoors']","[0.9954786896705627, 0.9895938634872437, 0.9892129898071289, 0.9853432178497314, 0.9830378293991089]","['Room', 'Property', 'Product', 'Furniture', 'Building']","[0.9308814, 0.910095, 0.8828333, 0.80554765, 0.69882935]","['workroom', 'indoors', 'sewing room', 'study', 'cafe']","[0.7, 0.866, 0.634, 0.523, 0.5]",operating_room
casino_0299,casino,"['Human', 'Person', 'Gambling', 'Game']","[99.30862426757812, 99.30862426757812, 88.96080017089844, 88.96080017089844]","['person', 'indoor games and sports', 'games', 'indoor', 'table']","[0.9625264406204224, 0.9585678577423096, 0.9555776119232178, 0.9435977935791016, 0.9200279712677002]","['casino', 'poker', 'gambling', 'roulette', 'chance']","[0.9984420537948608, 0.9958127737045288, 0.9913562536239624, 0.9905498623847961, 0.9843791723251343]","['Casino', 'Games', 'Gambling', 'Table', 'Recreation']","[0.9571316, 0.9565779, 0.93093556, 0.8895818, 0.823648]","['casino', 'building', 'casino dealer(croupier)', 'player', 'person']","[0.849, 0.85, 0.664, 0.678, 0.678]",casino
casino_0352,casino,"['Person', 'Human', 'Gambling', 'Game', 'Slot']","[99.90782165527344, 99.90782165527344, 99.4029312133789, 99.4029312133789, 94.23515319824219]","['indoor', 'person', 'clothing', 'woman', 'man']","[0.9770503640174866, 0.9753665924072266, 0.9629626274108887, 0.8738110065460205, 0.8534938097000122]","['people', 'nightlife', 'woman', 'restaurant', 'entertainment']","[0.9937061667442322, 0.9855812788009644, 0.9825886487960815, 0.9771188497543335, 0.9767240285873413]","['Casino', 'Bar', 'Event', 'Fun', 'Games']","[0.8711194, 0.7833049, 0.710556, 0.7039424, 0.69032127]","['person', 'casino', 'building', 'Indian red color', 'Tyrian purple color']","[0.796, 0.98, 0.98, 0.721, 0.656]",casino
casino_0178,casino,"['Human', 'Person', 'Gambling', 'Game', 'Slot']","[99.33438110351562, 99.33438110351562, 88.02661895751953, 88.02661895751953, 55.82461166381836]","['table', 'floor', 'furniture', 'indoor', 'person']","[0.9939391613006592, 0.9844844341278076, 0.9792367219924927, 0.976134181022644, 0.8589247465133667]","['music', 'recreation', 'indoors', 'musician', 'people']","[0.9934821724891663, 0.99079430103302, 0.9815957546234131, 0.9793146848678589, 0.974672794342041]","['Table', 'Event', 'Room', 'Leisure', 'Games']","[0.8062575, 0.6704324, 0.6566393, 0.5618612, 0.5211578]","['person', 'casino', 'building', 'poolroom', 'indoors']","[0.597, 0.686, 0.692, 0.653, 0.766]",casino
casino_0477,casino,"['Human', 'Person', 'Slot', 'Gambling', 'Game']","[99.89372253417969, 99.89372253417969, 99.20094299316406, 99.20094299316406, 99.20094299316406]","['ceiling', 'person', 'indoor', 'clothing', 'man']","[0.9893057346343994, 0.9761203527450562, 0.9692497253417969, 0.9291082620620728, 0.8168195486068726]","['casino', 'gambling', 'poker', 'indoors', 'bar']","[0.9978704452514648, 0.9978569746017456, 0.9810972213745117, 0.9810927510261536, 0.9766824245452881]","['Event', 'Building']","[0.6942809, 0.62304]","['casino', 'building', 'indoors', 'reddish orange color', 'Indian red color']","[0.975, 0.975, 0.783, 0.976, 0.699]",casino
casino_0445,casino,"['Human', 'Person', 'Indoors', 'Interior Design', 'Lighting']","[99.63823699951172, 99.63823699951172, 97.50123596191406, 97.50123596191406, 96.17269897460938]","['person', 'indoor', 'people', 'man', 'clothing']","[0.9862030148506165, 0.9814161062240601, 0.9040753245353699, 0.8619462251663208, 0.846238374710083]","['people', 'group', 'travel', 'casino', 'gambling']","[0.9816776514053345, 0.9729228615760803, 0.9724282026290894, 0.9718998074531555, 0.9683667421340942]","['Crowd', 'Building', 'Transport', 'Architecture', 'City']","[0.87067753, 0.83561474, 0.83513474, 0.7263346, 0.67357486]","['beer hall', 'hall', 'indoors', 'marketplace', 'retail store']","[0.81, 0.811, 0.811, 0.671, 0.869]",casino
