imageName,groundTruth,amazonLabels,amazonScores,azureLabels,azureScores,clarifaiLabels,clarifaiScores,googleLabels,googleScores,watsonLabels,watsonScores,category
Places365_val_00022279,clean_room,"['Person', 'Human', 'Building', 'Factory', 'Doctor']","[99.75749206542969, 99.75749206542969, 95.85948944091797, 91.5369644165039, 85.280029296875]","['person', 'indoor', 'clothing', 'medical equipment', 'service']","[0.9661009311676025, 0.9476462602615356, 0.8686268925666809, 0.7477790117263794, 0.7268150448799133]","['indoors', 'grinder', 'production', 'industry', 'man']","[0.9874768257141113, 0.9825389981269836, 0.9778556227684021, 0.9774866104125977, 0.9668514728546143]","['Research', 'Door', 'Research institute', 'Machine', 'Building']","[0.8511039, 0.60340244, 0.5485413, 0.54015714, 0.53372097]","['clean room', 'indoors', 'Cleanroom', 'equipment', 'ash grey color']","[0.918, 0.918, 0.748, 0.777, 0.946]",clean_room
Places365_val_00003613,clean_room,"['Machine', 'Engine', 'Motor']","[99.71147918701172, 99.71147918701172, 99.71147918701172]","['indoor', 'auto part', 'engine']","[0.889656662940979, 0.8775894641876221, 0.37980467081069946]","['old', 'industry', 'steel', 'engine', 'equipment']","[0.9676065444946289, 0.9667973518371582, 0.9591533541679382, 0.9556456804275513, 0.954645574092865]","['Auto part', 'Engine', 'Automotive engine part']","[0.9221548, 0.8403255, 0.7047259]","['plenum (of engine)', 'enclosure', 'engine', 'motor', 'machine']","[0.825, 0.825, 0.57, 0.617, 0.618]",clean_room
Places365_val_00032211,clean_room,"['Furniture', 'Building', 'Metropolis', 'City', 'Town']","[97.67760467529297, 87.51571655273438, 78.59737396240234, 78.59737396240234, 78.59737396240234]","['indoor', 'wall', 'floor', 'window', 'house']","[0.9899364709854126, 0.9767003655433655, 0.9573591947555542, 0.9072611927986145, 0.6288125514984131]","['machine', 'industry', 'no person', 'people', 'grinder']","[0.9851852655410767, 0.9758191108703613, 0.9669334888458252, 0.9653424024581909, 0.9631556272506714]","['Product', 'Machine', 'Room', 'Toolroom', 'Black-and-white']","[0.8828333, 0.8102455, 0.6566393, 0.5660444, 0.564079]","['clean room', 'indoors', 'lathe', 'shaping machine', 'machine tool']","[0.84, 0.84, 0.618, 0.677, 0.688]",clean_room
Places365_val_00027718,clean_room,"['Human', 'Person', 'Lab', 'Doctor', 'Clinic']","[99.26850891113281, 99.26850891113281, 92.08344268798828, 91.29023742675781, 88.20419311523438]","['medical equipment', 'medical', 'health care', 'person', 'hospital']","[0.9981403350830078, 0.9845823049545288, 0.9779462814331055, 0.975033164024353, 0.9618748426437378]","['equipment', 'man', 'industry', 'indoors', 'science']","[0.9808560609817505, 0.97706538438797, 0.9673832654953003, 0.9660942554473877, 0.9572098255157471]","['Medical procedure', 'Workwear', 'Room', 'Research', 'Research institute']","[0.9844237, 0.7902098, 0.6566393, 0.6453437, 0.5978996]","['clean room', 'indoors', 'Cleanroom']","[0.961, 0.961, 0.769]",clean_room
Places365_val_00023638,boat_deck,"['Appliance', 'Oven', 'Mixer', 'Electrical Device', 'Burner']","[93.18511962890625, 92.06349182128906, 66.09103393554688, 56.02159118652344, 56.02159118652344]",['black and white'],[0.9236806631088257],"['machine', 'equipment', 'no person', 'industry', 'vehicle']","[0.9743040204048157, 0.9706447720527649, 0.9666772484779358, 0.9640875458717346, 0.9567580223083496]","['Photography', 'Black-and-white']","[0.62422496, 0.564079]","['helm of ship', 'watering can', 'capstan', 'binnacle (of compass)', 'protective covering']","[0.588, 0.568, 0.515, 0.511, 0.511]",boat_deck
Places365_val_00021816,boat_deck,"['Person', 'Human', 'Water', 'Waterfront', 'Port']","[98.65506744384766, 98.65506744384766, 96.70819854736328, 93.60719299316406, 93.60719299316406]","['outdoor', 'sky', 'water', 'boat', 'lake']","[0.998217761516571, 0.994725227355957, 0.9745099544525146, 0.968258261680603, 0.9358018636703491]","['temple', 'travel', 'religion', 'tourism', 'tourist']","[0.9944990277290344, 0.9931116104125977, 0.9902166128158569, 0.9763319492340088, 0.9674286842346191]","['Temple', 'Waterway', 'Place of worship', 'Architecture', 'Wat']","[0.8646981, 0.73364615, 0.69656706, 0.65451187, 0.6536122]","['person', 'ghat (bank of river/lake)', 'temple', 'building', 'synagogue']","[0.779, 0.833, 0.557, 0.777, 0.5]",boat_deck
Places365_val_00014650,boat_deck,"['Transportation', 'Vehicle', 'Boat', 'Sailboat', 'Construction Crane']","[99.03634643554688, 99.03634643554688, 99.03634643554688, 99.03634643554688, 86.28191375732422]","['boat', 'water', 'sky', 'outdoor', 'watercraft']","[0.9999901652336121, 0.999665379524231, 0.9993946552276611, 0.9988464117050171, 0.9536487460136414]","['ship', 'watercraft', 'sail', 'transportation system', 'boat']","[0.9976868629455566, 0.9975017309188843, 0.9944498538970947, 0.9929795265197754, 0.9925204515457153]","['Vehicle', 'Sailing ship', 'Tall ship', 'Flagship', 'Barquentine']","[0.99030316, 0.9866482, 0.9733706, 0.94852185, 0.94511104]","['brig (ship)', 'watercraft', 'craft', 'vehicle', 'sailing vessel']","[0.654, 0.889, 0.889, 0.889, 0.564]",boat_deck
Places365_val_00030731,boat_deck,"['Vehicle', 'Boat', 'Transportation', 'Sailboat', 'Waterfront']","[97.55866241455078, 97.55866241455078, 97.55866241455078, 97.15867614746094, 90.90371704101562]","['boat', 'sky', 'ship', 'watercraft', 'outdoor']","[0.9999521970748901, 0.9985044598579407, 0.9968538284301758, 0.9920154809951782, 0.9913281202316284]","['yacht', 'boat', 'sailboat', 'transportation system', 'water']","[0.9979820251464844, 0.9948301315307617, 0.9924603700637817, 0.9917064905166626, 0.991310715675354]","['Vehicle', 'Boat', 'Water transportation', 'Sailboat', 'Sloop']","[0.99030316, 0.95967, 0.95521665, 0.8486711, 0.82449764]","['Sailing', 'sport', 'sailboat', 'watercraft', 'craft']","[0.735, 0.735, 0.71, 0.781, 0.781]",boat_deck
Places365_val_00009032,boat_deck,"['Water', 'Waterfront', 'Watercraft', 'Vehicle', 'Transportation']","[85.32122802734375, 85.32122802734375, 82.90782928466797, 82.90782928466797, 82.90782928466797]","['ship', 'water', 'watercraft', 'boat', 'harbor']","[0.9961122870445251, 0.969023585319519, 0.9580234289169312, 0.9386084079742432, 0.5096921920776367]","['water', 'yacht', 'sea', 'no person', 'sailboat']","[0.9920566082000732, 0.9816540479660034, 0.9815738797187805, 0.9813905954360962, 0.9748086929321289]","['Water transportation', 'Boat', 'Naval architecture', 'Vehicle', 'Yacht']","[0.95521665, 0.9010615, 0.8610662, 0.84825814, 0.6915887]","['hull of ship', 'motor torpedo (PT) boat', 'warship', 'ship', 'watercraft']","[0.683, 0.661, 0.665, 0.667, 0.669]",boat_deck
Places365_val_00015055,wheat_field,"['Field', 'Human', 'Person', 'Grassland', 'Outdoors']","[99.6232681274414, 96.90326690673828, 96.90326690673828, 96.2337417602539, 96.2337417602539]","['grass', 'outdoor', 'cloud', 'black and white', 'sky']","[0.9999856948852539, 0.999592125415802, 0.9268084764480591, 0.9184547662734985, 0.8923966884613037]","['monochrome', 'people', 'field', 'grass', 'one']","[0.9845584630966187, 0.983487069606781, 0.9702399969100952, 0.9666683673858643, 0.9534820914268494]","['People in nature', 'Photograph', 'Black-and-white', 'Grass', 'Monochrome photography']","[0.97884405, 0.95274854, 0.8788672, 0.86023104, 0.8442068]","['Gray Sky', 'Wheat Field', 'farmhand', 'laborer', 'workman']","[0.597, 0.556, 0.52, 0.521, 0.521]",wheat_field
Places365_val_00006034,wheat_field,"['Plant', 'Grass', 'Lawn', 'Reed', 'Wheat']","[99.91546630859375, 99.91546630859375, 93.34223937988281, 81.09427642822266, 69.90758514404297]","['nintendo', 'plant', 'hordeum', 'triticale', 'wheat']","[1.0, 0.8720933198928833, 0.8334417939186096, 0.8332619667053223, 0.8208701610565186]","['wheat', 'cereal', 'rye', 'bread', 'straw']","[0.9997533559799194, 0.9987996816635132, 0.9984222650527954, 0.9971377849578857, 0.9966504573822021]","['Nature', 'Plant', 'Black-and-white', 'Monochrome photography', 'Food grain']","[0.9605402, 0.8904708, 0.88501847, 0.8625239, 0.85449046]","['rye', 'cereal', 'grass', 'herb', 'plant']","[0.703, 0.704, 0.883, 0.883, 0.93]",wheat_field
Places365_val_00027105,wheat_field,"['Construction Crane', 'Plant', 'Soil']","[92.90001678466797, 81.58984375, 59.96153259277344]","['sky', 'outdoor', 'plant']","[0.9908149242401123, 0.9872101545333862, 0.5870038866996765]","['outdoors', 'sky', 'nature', 'industry', 'horizontal plane']","[0.9892842173576355, 0.9828876256942749, 0.9600051641464233, 0.9584686756134033, 0.9417634010314941]","['Wheat', 'Grass family', 'Food grain', 'Adaptation', 'Wood']","[0.83965415, 0.830628, 0.74005234, 0.6696612, 0.6534817]","['rye', 'cereal', 'grass', 'herb', 'plant']","[0.565, 0.567, 0.567, 0.567, 0.567]",wheat_field
Places365_val_00011562,wheat_field,"['Nature', 'Outdoors', 'Field', 'Grassland', 'Sky']","[99.69950103759766, 99.473876953125, 97.13508605957031, 97.13508605957031, 94.75721740722656]","['outdoor', 'sky', 'beach', 'cloud', 'water']","[0.9954946041107178, 0.9807543158531189, 0.9516764879226685, 0.8577197790145874, 0.8105883598327637]","['sky', 'outdoors', 'landscape', 'no person', 'horizontal plane']","[0.9959148168563843, 0.9871402978897095, 0.986565113067627, 0.9814465045928955, 0.9797787666320801]","['Sky', 'Natural environment', 'Plain', 'Horizon', 'Ecoregion']","[0.975784, 0.8843857, 0.8734409, 0.873322, 0.861022]","['dust storm', 'nature', 'Gray Sky', 'cultivated land', 'steppe']","[0.726, 0.729, 0.602, 0.55, 0.519]",wheat_field
Places365_val_00031604,wheat_field,"['Field', 'Grassland', 'Outdoors', 'Nature', 'Countryside']","[99.92138671875, 99.82707977294922, 99.82707977294922, 97.89405822753906, 79.96549987792969]","['grass', 'sky', 'outdoor', 'field', 'nature']","[0.999586820602417, 0.9990605115890503, 0.9980473518371582, 0.9800773859024048, 0.9758273363113403]","['no person', 'grass', 'nature', 'landscape', 'outdoors']","[0.9903875589370728, 0.9900188446044922, 0.9876072406768799, 0.9862974882125854, 0.9829167127609253]","['Field', 'Grassland', 'Natural environment', 'Prairie', 'Grass']","[0.9471198, 0.942779, 0.91414124, 0.9117538, 0.9029516]","['grainfield', 'Wheat Field', 'wheat', 'cereal', 'grass']","[0.72, 0.663, 0.568, 0.711, 0.712]",wheat_field
Places365_val_00011643,movie_theater,"['Stage', 'Room', 'Hall', 'Theater', 'Indoors']","[99.9842529296875, 99.83226013183594, 99.83226013183594, 99.83226013183594, 99.83226013183594]","['concert', 'person', 'human face', 'man', 'music']","[0.9906787872314453, 0.970569908618927, 0.8220369219779968, 0.7738689184188843, 0.7491744756698608]","['performance', 'concert', 'music', 'audience', 'festival']","[0.9967575073242188, 0.9962925314903259, 0.9849706292152405, 0.9817649126052856, 0.975361704826355]","['Crowd', 'Audience', 'People', 'Stage', 'Performance']","[0.96321744, 0.9559066, 0.9393769, 0.91303307, 0.91216266]","['person', 'crowd', 'people', 'Graduation', 'coal black color']","[0.796, 0.707, 0.862, 0.5, 0.807]",movie_theater
Places365_val_00010164,movie_theater,"['Human', 'Person', 'Indoors', 'Auditorium', 'Hall']","[99.82807159423828, 99.82807159423828, 98.61198425292969, 98.61198425292969, 98.61198425292969]","['clothing', 'chair', 'person', 'furniture', 'hall']","[0.9189645051956177, 0.9089866876602173, 0.8631102442741394, 0.8440186381340027, 0.7110594511032104]","['audience', 'auditorium', 'stage', 'people', 'indoors']","[0.9977383017539978, 0.9951673746109009, 0.993066668510437, 0.9890285134315491, 0.9840949773788452]","['Auditorium', 'Theatre', 'Talent show', 'Event', 'Projection screen']","[0.95877767, 0.86388355, 0.82082534, 0.7587337, 0.73606575]","['auditorium', 'theatre', 'building', 'indoors', 'coal black color']","[0.963, 0.5, 0.5, 0.796, 0.795]",movie_theater
Places365_val_00009298,movie_theater,"['Interior Design', 'Indoors', 'Room', 'Auditorium', 'Theater']","[99.89620208740234, 99.89620208740234, 99.70818328857422, 99.15216064453125, 99.15216064453125]","['indoor', 'auditorium', 'person']","[0.8691631555557251, 0.6788208484649658, 0.5986889004707336]","['stage', 'auditorium', 'performance', 'theater', 'concert']","[0.99912428855896, 0.9976832866668701, 0.9974521398544312, 0.9966174960136414, 0.9943432807922363]","['Auditorium', 'Theatre', 'Projection screen', 'Convention', 'Stage']","[0.97323596, 0.92739433, 0.9111507, 0.8855672, 0.8816003]","['auditorium', 'theatre', 'building', 'Movie Theater (Indoor)', 'indoors']","[0.737, 0.735, 0.735, 0.579, 0.579]",movie_theater
Places365_val_00027488,movie_theater,"['Furniture', 'Cupboard', 'Closet', 'Room', 'Indoors']","[99.99283599853516, 99.59276580810547, 99.59276580810547, 95.64592742919922, 95.64592742919922]","['indoor', 'wall', 'text', 'computer', 'messy']","[0.9934064149856567, 0.9532326459884644, 0.9251257181167603, 0.8967915773391724, 0.7999633550643921]","['room', 'furniture', 'shelf', 'cabinet', 'indoors']","[0.9987267851829529, 0.9977264404296875, 0.9975873231887817, 0.9963852763175964, 0.9934892654418945]","['Room', 'Furniture', 'Chest of drawers', 'Desk', 'Screen']","[0.9259823, 0.9007668, 0.7474753, 0.7323405, 0.68240654]","['bedroom', 'indoors', 'dormitory', 'closet', 'furniture']","[0.761, 0.826, 0.58, 0.522, 0.607]",movie_theater
Places365_val_00015977,movie_theater,"['Indoors', 'Room', 'Theater', 'Auditorium', 'Hall']","[99.80854034423828, 99.77123260498047, 99.28126525878906, 99.28126525878906, 99.28126525878906]","['ceiling', 'building']","[0.8332701325416565, 0.8233203887939453]","['indoors', 'auditorium', 'room', 'seat', 'chair']","[0.9986011981964111, 0.998464047908783, 0.9933303594589233, 0.9926717281341553, 0.9920870065689087]","['Auditorium', 'Theatre', 'Building', 'Performing arts center', 'Stage']","[0.9469591, 0.8891373, 0.85432696, 0.7769154, 0.7639767]","['theatre', 'building', 'concert hall', 'hall', 'indoors']","[0.816, 0.88, 0.789, 0.872, 0.803]",movie_theater
Places365_val_00032648,television_room,"['Screen', 'Display', 'Electronics', 'Monitor', 'TV']","[99.92967224121094, 99.92967224121094, 99.92967224121094, 99.92967224121094, 97.67400360107422]","['wall', 'indoor', 'living', 'floor', 'room']","[0.9997358322143555, 0.9997135400772095, 0.9946016073226929, 0.985946536064148, 0.9778823852539062]","['indoors', 'room', 'furniture', 'table', 'window']","[0.9984973669052124, 0.9939712285995483, 0.9936926364898682, 0.993270993232727, 0.9849362373352051]","['Living room', 'Room', 'Furniture', 'Interior design', 'Property']","[0.9710641, 0.9698926, 0.9249211, 0.9212586, 0.9175407]","['living room', 'indoors', 'television room', 'reddish orange color', 'reddish brown color']","[0.786, 0.944, 0.725, 0.83, 0.664]",television_room
Places365_val_00036033,television_room,"['Chair', 'Furniture', 'Dining Table', 'Table', 'Desk']","[99.97120666503906, 99.97120666503906, 99.9246597290039, 99.9246597290039, 77.48558807373047]","['chair', 'floor', 'furniture', 'table', 'window']","[0.981675386428833, 0.968035876750946, 0.8684437274932861, 0.8166517019271851, 0.7775266766548157]","['furniture', 'chair', 'seat', 'wood', 'no person']","[0.9994618892669678, 0.999444305896759, 0.9984939098358154, 0.996457576751709, 0.9960402846336365]","['Furniture', 'Chair', 'Table', 'Room', 'Dining room']","[0.958795, 0.9413068, 0.90456784, 0.89364195, 0.73021644]","['straight chair', 'chair', 'seat', 'furniture', 'dining-room furniture']","[0.795, 0.811, 0.825, 0.971, 0.589]",television_room
Places365_val_00024355,television_room,"['Room', 'Indoors', 'Bedroom', 'Furniture', 'Display']","[99.62890625, 99.62890625, 99.62890625, 98.56038665771484, 96.93070220947266]","['indoor', 'floor', 'sofa', 'room', 'couch']","[0.9913159012794495, 0.9813982248306274, 0.9696749448776245, 0.9558486938476562, 0.9518081545829773]","['furniture', 'room', 'indoors', 'rug', 'table']","[0.9984793066978455, 0.9973714351654053, 0.997126579284668, 0.9937196969985962, 0.9920755624771118]","['Room', 'Property', 'Furniture', 'Interior design', 'Building']","[0.97986174, 0.9561816, 0.95588726, 0.9070772, 0.8970348]","['parlor', 'indoors', 'drawing room', 'living room', 'stateroom']","[0.763, 0.935, 0.567, 0.522, 0.5]",television_room
Places365_val_00026921,television_room,"['Indoors', 'Living Room', 'Room', 'Interior Design', 'Flooring']","[99.947265625, 99.947265625, 99.947265625, 97.30963897705078, 76.56101989746094]","['indoor', 'floor', 'wall', 'living', 'window']","[0.9989827871322632, 0.9952404499053955, 0.9900542497634888, 0.9779247045516968, 0.9643910527229309]","['room', 'furniture', 'indoors', 'sofa', 'rug']","[0.9988929033279419, 0.9978633522987366, 0.9962824583053589, 0.9958709478378296, 0.9955654144287109]","['Living room', 'Room', 'Furniture', 'Property', 'Interior design']","[0.98091996, 0.97986174, 0.9628329, 0.9421077, 0.9375684]","['living room', 'indoors', 'parlor', 'drawing room', 'sage green color']","[0.864, 0.955, 0.667, 0.5, 1]",television_room
Places365_val_00003437,television_room,"['Bedroom', 'Indoors', 'Room', 'Furniture', 'Bed']","[99.93856048583984, 99.93856048583984, 99.93856048583984, 99.81063079833984, 97.96048736572266]","['wall', 'indoor', 'furniture', 'desk', 'home']","[0.9976904988288879, 0.9892771244049072, 0.9840805530548096, 0.9100198745727539, 0.9015538692474365]","['furniture', 'room', 'indoors', 'bedroom', 'bed']","[0.998786449432373, 0.9987272620201111, 0.9979516267776489, 0.9949859380722046, 0.9910632967948914]","['Room', 'Furniture', 'Property', 'Bedroom', 'Interior design']","[0.97098, 0.9525255, 0.9375792, 0.89471126, 0.8857854]","['bedroom', 'indoors', 'bedsitting room', 'apartment', 'housing']","[0.91, 0.912, 0.615, 0.615, 0.619]",television_room
Places365_val_00032249,bar,"['Clothing', 'Apparel', 'Human', 'Person', 'Chair']","[99.87456512451172, 99.87456512451172, 98.74166870117188, 98.74166870117188, 95.75965881347656]","['floor', 'indoor', 'furniture', 'person', 'chair']","[0.9994351863861084, 0.9964860677719116, 0.9924535751342773, 0.9655745029449463, 0.8967365026473999]","['people', 'bar', 'sit', 'restaurant', 'drink']","[0.9959225654602051, 0.9949880838394165, 0.9928345680236816, 0.9883732199668884, 0.9761706590652466]","['Pub', 'Furniture', 'Leg', 'Sitting', 'Room']","[0.78230196, 0.7072645, 0.69203323, 0.67567986, 0.6566393]","['person', 'bar', 'kitchen table', 'table', 'furniture']","[0.595, 0.733, 0.649, 0.66, 0.685]",bar
Places365_val_00003973,bar,"['Human', 'Person', 'Club', 'Pub', 'Bar Counter']","[99.2503662109375, 99.2503662109375, 95.86274719238281, 95.69827270507812, 95.43279266357422]","['person', 'indoor', 'human face', 'clothing', 'text']","[0.9963803887367249, 0.9550638198852539, 0.9415159225463867, 0.9214897155761719, 0.8712328672409058]","['bar', 'people', 'nightclub', 'nightlife', 'portrait']","[0.998155951499939, 0.9935981035232544, 0.9912958145141602, 0.9909412860870361, 0.9664309620857239]","['Event', 'Photography', 'Party', 'Thumb', 'Photobombing']","[0.7228018, 0.62422496, 0.6061452, 0.5394041, 0.50204396]","['barmaid', 'person', 'soul mate', 'caring pair', 'adult']","[0.548, 0.747, 0.517, 0.516, 0.51]",bar
Places365_val_00036185,bar,"['Bar Counter', 'Pub', 'Chair', 'Furniture', 'Lobby']","[99.7593765258789, 99.7593765258789, 89.59829711914062, 89.59829711914062, 88.47003936767578]","['furniture', 'table', 'indoor', 'kitchen & dining room table', 'dining']","[0.9946951866149902, 0.9895016551017761, 0.9657217860221863, 0.9554872512817383, 0.8794592022895813]","['table', 'chandelier', 'luxury', 'indoors', 'chair']","[0.9965059757232666, 0.9953157305717468, 0.9919986724853516, 0.9897054433822632, 0.9895004034042358]","['Interior design', 'Room', 'Restaurant', 'Property', 'Building']","[0.9179576, 0.90511036, 0.88811636, 0.8751007, 0.84791577]","['bar', 'cocktail lounge', 'indoors', 'brasserie', 'restaurant']","[0.78, 0.769, 0.769, 0.679, 0.841]",bar
Places365_val_00000153,bar,"['Person', 'Human', 'Night Life', 'Worker', 'Pub']","[98.85139465332031, 98.85139465332031, 97.62630462646484, 95.44483947753906, 85.71220397949219]","['person', 'indoor', 'human face', 'man', 'clothing']","[0.975411057472229, 0.9018369913101196, 0.8997697830200195, 0.8868008852005005, 0.8792802095413208]","['people', 'group', 'woman', 'adult', 'indoors']","[0.9968973994255066, 0.98912113904953, 0.9829527139663696, 0.9686287641525269, 0.967914342880249]","['Black', 'Black-and-white', 'Monochrome', 'Monochrome photography', 'Photography']","[0.95123297, 0.89516586, 0.8650361, 0.8196914, 0.7700283]","['alehouse (tavern)', 'tavern', 'building', 'cafe', 'restaurant']","[0.816, 0.816, 0.913, 0.514, 0.61]",bar
Places365_val_00022003,bar,"['Bar Counter', 'Pub', 'Architecture', 'Building', 'Church']","[99.94786071777344, 99.94786071777344, 91.9538803100586, 91.9538803100586, 91.9538803100586]","['ceiling', 'furniture', 'bottle', 'kitchen & dining room table', 'text']","[0.9637316465377808, 0.8968496918678284, 0.8605837821960449, 0.7573753595352173, 0.7514487504959106]","['pub', 'bar', 'restaurant', 'table', 'counter']","[0.9974104762077332, 0.9971452951431274, 0.9959043860435486, 0.9937542676925659, 0.9884824752807617]","['Bar', 'Pub', 'Drinking establishment', 'Tavern', 'Building']","[0.9633018, 0.92568177, 0.91689885, 0.88073575, 0.8303985]","['bar', 'cocktail lounge', 'indoors', 'building', 'reddish brown color']","[0.888, 0.536, 0.536, 0.793, 1]",bar
Places365_val_00014380,locker_room,"['Furniture', 'Closet', 'Cupboard', 'Floor']","[99.9947280883789, 99.46955871582031, 99.46955871582031, 89.71240997314453]","['indoor', 'floor', 'wall', 'shelf', 'sink']","[0.9930035471916199, 0.9795410633087158, 0.9706522226333618, 0.8604854345321655, 0.8575399518013]","['wardrobe', 'indoors', 'shelf', 'room', 'house']","[0.9979511499404907, 0.992910623550415, 0.9908733367919922, 0.9849348068237305, 0.9817355871200562]","['Room', 'Closet', 'Shelf', 'Property', 'Furniture']","[0.9590026, 0.9269214, 0.90699995, 0.906975, 0.8333427]","['dressing room', 'indoors', 'cloakroom', 'sage green color']","[0.819, 0.959, 0.778, 0.951]",locker_room
Places365_val_00003741,locker_room,"['Interior Design', 'Indoors', 'Person', 'Human', 'Room']","[99.82194519042969, 99.82194519042969, 99.63477325439453, 99.63477325439453, 96.40363311767578]",['engine'],[0.166520893573761],"['people', 'vehicle', 'group', 'transportation system', 'stock']","[0.9866644144058228, 0.9761447906494141, 0.9711694121360779, 0.9617983102798462, 0.9583941698074341]","['Automotive tire', 'Vehicle', 'Race car', 'Tire', 'Sport venue']","[0.85083216, 0.80339885, 0.79335487, 0.7917088, 0.6630055]","['locker room', 'indoors', 'press box', 'compartment', 'auditorium']","[0.79, 0.86, 0.619, 0.621, 0.5]",locker_room
Places365_val_00023663,locker_room,"['Person', 'Human', 'Locker', 'Prison']","[99.92650604248047, 99.92650604248047, 92.62986755371094, 58.358245849609375]","['floor', 'indoor', 'ceiling', 'person', 'clothing']","[0.9958951473236084, 0.9864944219589233, 0.9261191487312317, 0.8925074934959412, 0.8907049894332886]","['indoors', 'school', 'footlocker', 'room', 'people']","[0.9989191889762878, 0.9887180924415588, 0.9830284714698792, 0.9816420078277588, 0.9790027737617493]","['Room', 'Leisure centre', 'Building', 'Flooring', 'Hall']","[0.8310517, 0.6735155, 0.660251, 0.6391869, 0.60377127]","['locker room', 'indoors', 'locker', 'fastener', 'restraint (chains)']","[0.907, 0.951, 0.591, 0.591, 0.591]",locker_room
Places365_val_00024197,locker_room,"['Furniture', 'Lobby', 'Indoors', 'Room', 'Living Room']","[99.79759979248047, 98.57967376708984, 98.57967376708984, 98.57967376708984, 93.85542297363281]","['floor', 'indoor', 'ceiling', 'house', 'home']","[0.9978166818618774, 0.984213650226593, 0.9271459579467773, 0.8730435967445374, 0.8728169798851013]","['indoors', 'inside', 'room', 'trading floor', 'apartment']","[0.9974840879440308, 0.9974749684333801, 0.996139645576477, 0.9960174560546875, 0.9948680400848389]","['Room', 'Property', 'Building', 'Floor', 'Interior design']","[0.9425207, 0.9339248, 0.89518344, 0.8801158, 0.85431814]","['flatlet', 'apartment', 'housing', 'partition', 'indoors']","[0.564, 0.566, 0.575, 0.556, 0.652]",locker_room
Places365_val_00026335,locker_room,"['Furniture', 'Closet', 'Cupboard', 'Human', 'Person']","[99.99141693115234, 99.61978912353516, 99.61978912353516, 95.86064910888672, 95.86064910888672]","['person', 'clothing', 'black and white', 'man', 'human face']","[0.966162919998169, 0.9348863959312439, 0.889042854309082, 0.8405645489692688, 0.7838308811187744]","['people', 'group together', 'outfit', 'wear', 'two']","[0.9996825456619263, 0.9938234090805054, 0.9934393167495728, 0.9914296865463257, 0.9905835390090942]",['Style'],[0.50951844],"['coal miner', 'laborer', 'workman', 'person', 'von Neumann machine']","[0.574, 0.575, 0.575, 0.576, 0.542]",locker_room
Places365_val_00007623,library,"['Building', 'Office Building', 'Architecture', 'Housing', 'Villa']","[99.7771224975586, 99.7771224975586, 92.08848571777344, 91.6228256225586, 90.87984466552734]","['architecture', 'outdoor', 'sky', 'building', 'house']","[0.9898150563240051, 0.940827488899231, 0.9097347259521484, 0.8994698524475098, 0.7965077757835388]","['architecture', 'modern', 'horizontal plane', 'building', 'window']","[0.9923669099807739, 0.9879981279373169, 0.9755290150642395, 0.970612645149231, 0.9701564311981201]","['Architecture', 'Property', 'Building', 'Facade', 'House']","[0.92825913, 0.9052493, 0.90188414, 0.8295083, 0.80203557]","['Hotel Building', 'ski lodge', 'hotel', 'building', 'house']","[0.707, 0.659, 0.732, 0.808, 0.527]",library
Places365_val_00032827,library,"['Office Building', 'Building', 'Condo', 'Housing', 'Convention Center']","[99.98113250732422, 99.98113250732422, 99.89326477050781, 99.89326477050781, 99.041015625]","['skyscraper', 'sky', 'building', 'architecture', 'downtown']","[0.987436830997467, 0.9687209725379944, 0.9267414808273315, 0.9104528427124023, 0.84568190574646]","['architecture', 'modern', 'city', 'no person', 'skyscraper']","[0.9966385364532471, 0.9966162443161011, 0.9915217161178589, 0.9890719652175903, 0.9872279167175293]","['Building', 'Tower block', 'Metropolitan area', 'Commercial building', 'Architecture']","[0.9905031, 0.9553631, 0.9528488, 0.945499, 0.931144]","['medical building', 'building', 'doubletree', 'bar', 'headquarters']","[0.663, 0.879, 0.632, 0.632, 0.627]",library
Places365_val_00026722,library,"['Furniture', 'Menu', 'Text', 'Book', 'Indoors']","[85.93340301513672, 84.81097412109375, 84.81097412109375, 81.70172119140625, 72.77239990234375]","['text', 'book', 'indoor', 'furniture', 'bookcase']","[0.9999631643295288, 0.9994288682937622, 0.964309811592102, 0.9585220813751221, 0.9081978797912598]","['library', 'book', 'bookcase', 'shelf', 'literature']","[0.9953042268753052, 0.9950821399688721, 0.9936603307723999, 0.989992618560791, 0.9867386817932129]","['Book', 'Product', 'Bookcase', 'Library', 'Publication']","[0.887773, 0.8828333, 0.8662199, 0.84895897, 0.7853126]","['library', 'indoors', 'book', 'building', 'greenishness color']","[0.631, 0.631, 0.551, 0.6, 0.912]",library
Places365_val_00009164,library,"['Indoors', 'Room', 'Book', 'Library', 'Lobby']","[99.48345947265625, 99.48320770263672, 98.60447692871094, 98.60447692871094, 93.39383697509766]","['library', 'text', 'indoor', 'floor', 'book']","[0.9903159141540527, 0.9889298677444458, 0.9725204110145569, 0.9633596539497375, 0.9543180465698242]","['shelf', 'library', 'indoors', 'bookcase', 'architecture']","[0.997565746307373, 0.9969993829727173, 0.9969912767410278, 0.9942189455032349, 0.9706257581710815]","['Library', 'Public library', 'Building', 'Shelf', 'Retail']","[0.9870322, 0.98342943, 0.9525967, 0.7585258, 0.72626704]","['library', 'building', 'stacks', 'indoors', 'beige color']","[0.879, 0.879, 0.5, 0.5, 0.689]",library
